33333, 200, 1997
33333, 200, 2000
33333, 200, 1991
33333, 200, 1996
33333, 200, 1985
33333, 200, 1997
33333, 200, 1986
33333, 200, 1998
33333, 200, 1989
33333, 200, 1996
33333, 200, 1988
33333, 200, 1991
33333, 200, 1999
33333, 200, 1988
33333, 200, 1974
33333, 200, 1996
33333, 201, 1999
33333, 201, 1994
33333, 201, 1992
33333, 201, 1993
33333, 201, 1994
33333, 201, 1995
33333, 201, 1989
33333, 201, 1998
33333, 202, 2001
33333, 203, 1984
33333, 204, 1976
33333, 205, 1980
33333, 206, 1981
33333, 207, 1994
33333, 207, 1995
33333, 208, 2002
33333, 209, 1983
33333, 210, 1986
33333, 211, 1994
33333, 212, 1986
33333, 213, 1990
33333, 214, 1999
33333, 215, 1986
33333, 216, 1986
33333, 217, 1978
33333, 218, 1997
33333, 219, 1998
33333, 220, 1989
33333, 221, 1966
33333, 222, 1991
33333, 223, 1993
33333, 224, 2000
33333, 224, 2003
33333, 225, 1993
33333, 226, 1997
33333, 227, 2000
33333, 228, 1998
33333, 228, 2003
33333, 228, 1997
33333, 228, 1998
33333, 228, 2000
33333, 228, 2005
33333, 228, 1997
33333, 228, 2003
33333, 228, 2001
33333, 228, 1997
33333, 228, 1998
33333, 228, 1999
33333, 228, 2000
33333, 228, 1996
33333, 228, 2001
33333, 228, 1999
33333, 228, 2000
33333, 228, 1998
33333, 228, 2003
33333, 228, 1997
33333, 228, 1999
33333, 228, 2000
33333, 228, 2001
33333, 228, 1997
33333, 228, 2004
33333, 228, 2004
33333, 228, 2005
33333, 228, 2000
33333, 228, 2004
33333, 228, 2001
33333, 228, 1998
33333, 228, 1997
33333, 228, 2002
33333, 228, 2001
33333, 228, 2002
33333, 228, 1998
33333, 228, 1998
33333, 228, 2000
33333, 228, 1998
33333, 228, 2004
33333, 228, 1999
33333, 228, 2000
33333, 228, 1999
33333, 228, 2002
33333, 228, 2003
33333, 228, 1998
33333, 228, 1997
33333, 228, 2000
33333, 228, 2002
33333, 228, 2001
33333, 228, 2003
33333, 228, 2003
33333, 228, 2002
33333, 228, 2001
33333, 228, 2002
33333, 228, 1999
33333, 228, 1997
33333, 228, 2001
33333, 228, 1998
33333, 228, 1998
33333, 228, 2001
33333, 228, 2002
33333, 228, 2003
33333, 228, 1997
33333, 228, 2001
33333, 228, 2002
33333, 228, 1999
33333, 228, 2004
33333, 228, 2001
33333, 228, 1999
33333, 228, 2000
33333, 228, 1999
33333, 228, 2000
33333, 228, 1998
33333, 228, 2001
33333, 228, 1999
33333, 228, 2002
33333, 228, 1999
33333, 228, 1999
33333, 228, 1999
33333, 228, 2002
33333, 228, 2003
33333, 229, 1996
33333, 230, 1998
33333, 230, 1995
33333, 230, 1989
33333, 230, 1996
33333, 230, 1982
33333, 230, 1994
33333, 230, 1988
33333, 230, 1998
33333, 230, 1997
33333, 230, 1985
33333, 230, 1994
33333, 230, 1995
33333, 230, 1998
33333, 230, 1999
33333, 231, 1956
33333, 231, 2000
33333, 231, 1969
33333, 231, 1955
33333, 231, 1955
33333, 231, 1957
33333, 232, 1995
33333, 233, 1977
33333, 233, 1980
33333, 233, 1983
33333, 233, 1982
33333, 233, 1978
33333, 233, 1987
33333, 233, 1985
33333, 233, 1981
33333, 233, 1984
33333, 233, 1981
33333, 233, 1984
33333, 233, 1977
33333, 233, 1977
33333, 233, 1974
33333, 233, 1986
33333, 233, 1984
33333, 233, 1987
33333, 233, 1983
33333, 233, 1974
33333, 233, 1977
33333, 233, 1977
33333, 234, 1989
33333, 235, 2000
33333, 236, 1988
33333, 237, 1996
33333, 238, 1970
33333, 239, 1998
33333, 240, 1975
33333, 241, 1998
33333, 241, 2003
33333, 241, 1992
33333, 242, 1984
33333, 242, 1983
33333, 242, 1993
33333, 242, 1972
33333, 242, 1996
33333, 242, 1995
33333, 242, 1984
33333, 242, 2003
33333, 242, 1985
33333, 242, 1998
33333, 242, 1985
33333, 242, 1997
33333, 242, 1978
33333, 242, 1989
33333, 242, 1990
33333, 242, 1987
33333, 242, 1991
33333, 242, 1985
33333, 242, 1994
33333, 242, 1967
33333, 242, 1985
33333, 242, 1979
33333, 242, 1980
33333, 242, 1994
33333, 242, 2003
33333, 242, 1992
33333, 242, 2002
33333, 242, 1972
33333, 242, 1966
33333, 242, 2005
33333, 242, 1984
33333, 243, 1978
33333, 243, 1995
33333, 243, 1958
33333, 243, 1986
33333, 243, 1985
33333, 243, 1974
33333, 243, 1994
33333, 243, 1996
33333, 243, 2005
33333, 243, 2007
33333, 243, 2000
33333, 243, 2003
33333, 243, 1969
33333, 243, 1976
33333, 243, 1988
33333, 243, 1977
33333, 244, 1995
33333, 245, 2003
33333, 246, 2002
33333, 247, 2001
33333, 248, 1996
44444, 10000, 1999
44444, 10001, 1979
33333, 249, 1995
33333, 249, 1996
33333, 249, 1996
33333, 250, 2001
44444, 10002, 1991
44444, 10002, 1989
44444, 10002, 1990
33333, 251, 1989
44444, 10002, 1990
33333, 251, 1995
44444, 10002, 1991
44444, 10002, 1991
44444, 10002, 1990
33333, 252, 1993
33333, 252, 2000
44444, 10002, 1989
44444, 10003, 2003
44444, 10003, 2005
44444, 10003, 2004
33333, 253, 1998
33333, 253, 1987
44444, 10004, 2006
33333, 253, 1984
33333, 253, 2001
33333, 253, 1995
33333, 253, 1978
33333, 253, 2000
33333, 253, 1991
33333, 253, 2009
33333, 253, 1989
33333, 253, 2007
33333, 253, 2002
33333, 253, 2006
33333, 253, 1986
33333, 253, 1978
33333, 253, 1978
33333, 253, 1983
33333, 253, 2007
33333, 253, 1990
33333, 253, 2007
